DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60200437;Grenzgasse;Wien;90001;16.329683;48.1932849
60200438;Guneschgasse;Wien;90001;16.3535513;48.2365324
60200439;Gunoldstraße;Wien;90001;16.361708;48.2446571
60200440;Guntherstraße;Wien;90001;16.3267635;48.2023744
60200441;Eßling, Stadtgrenze;Wien;90001;16.5399427;48.2084451
60200442;Gusenleithnergasse;Wien;90001;16.2900583;48.1946502
60200443;Gustav-Pick-Gasse;Wien;90001;16.3261257;48.2419829
60200444;Gutheil-Schoder-Gasse;Wien;90001;16.3357107;48.1593497
60200445;Gutraterplatz;Wien;90001;16.3093452;48.2077207
60200446;Gußhausstraße;Wien;90001;16.3751558;48.1978119
60200447;Gußriegelstraße;Wien;90001;16.3588334;48.1663302
60200448;Gymnasiumstraße;Wien;90001;16.3447478;48.2300102
60200449;Günselgasse;Wien;90001;16.2548624;48.2165563
60200450;Dornbach;Wien;90001;16.3077192;48.2263658
60200451;Gütenbachstraße;Wien;90001;16.2413427;48.1380725
60200453;Lusthaus;Wien;90001;16.4398434;48.1910931
60200454;Haberditzlgasse;Wien;90001;16.4531655;48.2704763
60200455;Haberlandtgasse;Wien;90001;16.4899335;48.2188308
60200456;Neulerchenfelder Str./Haberlg.;Wien;90001;16.3311563;48.2117017
60200457;Habsburgergasse;Wien;90001;16.3677986;48.207625
60200458;Beingasse;Wien;90001;16.3322792;48.1994046
60200459;Hadersdorfer Hauptstraße;Wien;90001;16.2192352;48.2099178
60200460;Hadersdorf;Wien;90001;16.223583;48.2103788
60200461;Oberzellergasse;Wien;90001;16.3949636;48.1918656
60200462;Stammersdorfer Kellergasse;Wien;90001;16.4034257;48.3072718
60200463;11. Haidequerstraße;Wien;90001;16.4632625;48.1753586
60200464;7. Haidequerstraße;Wien;90001;16.4423228;48.1791265
60200465;Haidestraße;Wien;90001;16.4266921;48.1795158
60200467;Eckpergasse;Wien;90001;16.3160466;48.2333253
60200468;Halteraugasse;Wien;90001;16.3639358;48.251949
60200469;Halterlacken;Wien;90001;16.4612772;48.1601167
60200470;Hans-Mandl-Berufsschule;Wien;90001;16.3386033;48.1815284
60200471;Empergergasse;Wien;90001;16.4141786;48.2863071
60200472;Hütteldorfer Str./Lützowgasse;Wien;90001;16.2948913;48.197243
60200473;Hardeggasse;Wien;90001;16.4577918;48.2208897
60200474;Hardtgasse;Wien;90001;16.3417;48.2370589
60200475;Harrachgasse;Wien;90001;16.4251919;48.2222962
60200476;Hartlebengasse;Wien;90001;16.4647447;48.2256656
60200477;Haschafeld;Wien;90001;16.4751832;48.2252048
60200478;Haselbrunnerstraße;Wien;90001;16.2511433;48.1372333
60200479;Hasenleiten;Wien;90001;16.4178706;48.1617585
60200482;Haspelmeistergasse;Wien;90001;16.2441634;48.2177534
60200483;Haspingerplatz;Wien;90001;16.4050966;48.277364
60200484;Geiselbergstraße;Wien;90001;16.4071897;48.1753886
60200485;Donaustadtstraße/Deinleingasse;Wien;90001;16.4438859;48.2216438
60200486;Prater, Hauptallee;Wien;90001;16.4060668;48.2094389
60200487;Hausfeldstraße;Wien;90001;16.4870409;48.2335347
60200488;Dreimarkstein;Wien;90001;16.2874981;48.2584206
60200489;Hawlicekgasse;Wien;90001;16.4157147;48.2603165
60200491;Heiligenstadt;Wien;90001;16.3657773;48.2958
60200493;Heiligenstädter Brücke;Wien;90001;16.3682387;48.2442264
60200494;Taborstraße/Heinestraße;Wien;90001;16.3823333;48.2222842
60200495;Siemensstr./Heinrich-von-Buol-G.;Wien;90001;16.4282282;48.26708
60200498;Helferstorferstr.;Wien;90001;16.365436;48.2139166
60200499;Hellingstraße;Wien;90001;16.4561209;48.1874818
60200500;Dresdner Straße;Wien;90001;16.3795216;48.2369812
60200501;Henriettenplatz;Wien;90001;16.3319737;48.1901708
60200502;Herbeckstraße;Wien;90001;16.3175019;48.2324636
60200503;Heringgasse;Wien;90001;16.5214374;48.2339177
60200504;Speising, Hermesstraße;Wien;90001;16.2840217;48.1681995
60200505;Hernals;Wien;90001;16.3148788;48.2232358
60200506;Herrengasse;Wien;90001;16.3658492;48.2094868
60200507;Hernalser Gürtel;Wien;90001;16.340903;48.2151796
60200508;Hernals, Wattgasse;Wien;90001;16.3213107;48.2215181
60200509;Hertlgasse;Wien;90001;16.2804643;48.2152514
60200510;Herzgasse;Wien;90001;16.3656785;48.1724352
60200511;Hetzendorf;Wien;90001;16.3140434;48.1659288
60200512;Freudenauer Hafenstraße;Wien;90001;16.4653466;48.1830857
60200513;Hetzgasse;Wien;90001;16.3929334;48.2083972
60200514;Heuberg;Wien;90001;16.2834108;48.2260426
60200515;Heuberggasse;Wien;90001;16.2976222;48.2287835
60200516;Heudörfelgasse;Wien;90001;16.2640521;48.1531173
60200517;Schönbr. Str./Kettenbrückeng.;Wien;90001;16.3609893;48.1949376
60200520;Hietzing;Wien;90001;16.3038655;48.1877933
60200521;Obere Waldandacht;Wien;90001;16.2735922;48.2530436
60200522;Hildebrandgasse;Wien;90001;16.3385764;48.223158
60200523;Hillerstraße;Wien;90001;16.4077826;48.2211291
60200524;Himberger Straße;Wien;90001;16.3826387;48.1433237
60200525;Himmelmutterweg;Wien;90001;16.2960411;48.2306625
60200526;Himmelstraße;Wien;90001;16.3374804;48.2572364
60200527;Hintere Zollamtsstraße;Wien;90001;16.3870584;48.211157
60200528;Am Krautgarten;Wien;90001;16.4611874;48.2347972
60200529;Hirschengasse;Wien;90001;16.3493022;48.1932489
60200530;Hirschstetten Ort;Wien;90001;16.4662449;48.2348272
60200531;Blumengärten Hirschstetten;Wien;90001;16.4718774;48.2358862
60200532;Hirschstetten;Wien;90001;16.4682392;48.2326611
60200533;Fuchsienweg;Wien;90001;16.4926284;48.2585223
60200534;Hütteldorfer Str./Hochsatzeng.;Wien;90001;16.2774011;48.1980095
60200535;Hoefftgasse;Wien;90001;16.4678529;48.1556702
60200536;Hoferstiege;Wien;90001;16.2717956;48.1390916
60200537;Hofherr-Schrantz-Gasse;Wien;90001;16.3719847;48.2830672
60200538;Hofmannsthalgasse;Wien;90001;16.399563;48.185164
60200539;Hofwiesengasse;Wien;90001;16.2872287;48.1701586
60200540;Hohe Warte;Wien;90001;16.3551143;48.2510458
60200541;Hohe-Wand-Wiese;Wien;90001;16.201745;48.2295554
60200542;Hohenbergstraße;Wien;90001;16.3259191;48.1741485
60200543;Hohenfelsplatz;Wien;90001;16.3168371;48.1740287
60200544;Hoher Markt;Wien;90001;16.3720566;48.2112707
60200545;Hollergasse;Wien;90001;16.3245896;48.186314
60200546;Kollarzgasse;Wien;90001;16.4255063;48.2854105
60200547;Holubstraße;Wien;90001;16.3945594;48.2318054
60200548;Hopfengasse;Wien;90001;16.3917387;48.2691967
60200549;Horeischygasse;Wien;90001;16.2767273;48.183493
60200550;Hosnedlgasse;Wien;90001;16.4617983;48.2549816
60200551;Hoßplatz;Wien;90001;16.408079;48.2549816
60200552;Hubermanngasse;Wien;90001;16.331821;48.1408241
60200553;Hubert-Gsur-Gasse;Wien;90001;16.3889808;48.1463267
60200554;Hubertusdamm;Wien;90001;16.3921878;48.2507647
60200555;Huflattichweg;Wien;90001;16.5310135;48.2470799
60200556;Huglgasse;Wien;90001;16.3250567;48.1981472
60200557;Hugo-Wolf-Park;Wien;90001;16.3324409;48.2388718
60200558;Unter St. Veit, Hummelgasse;Wien;90001;16.2818657;48.1856791
60200559;Husarenweg;Wien;90001;16.4648076;48.2027097
60200560;Hütteldorf;Wien;90001;16.2610697;48.1973867
60200561;Pelargonienweg;Wien;90001;16.495539;48.256746
60200562;Hütteldorfer Friedhof;Wien;90001;16.2444868;48.2043501
60200563;Hüttenbrennergasse;Wien;90001;16.3950085;48.1759756
60200564;Hüttergasse;Wien;90001;16.2270146;48.2132342
60200565;Hämmerlegasse;Wien;90001;16.394739;48.138672
60200566;Hänflingweg;Wien;90001;16.2575393;48.2182861
60200567;Hänischgasse;Wien;90001;16.5428892;48.2317156
60200568;Häußlergasse;Wien;90001;16.4393583;48.2384351
60200569;Höchstädtplatz;Wien;90001;16.3769075;48.2392428
60200570;Hödlgasse;Wien;90001;16.2954752;48.1491797
60200571;Hörtengasse;Wien;90001;16.4442362;48.1624596
60200572;Senekowitschgasse;Wien;90001;16.4592381;48.2541322
60200574;Illgasse;Wien;90001;16.4479193;48.287933
60200575;Liesing Industriegelände Süd;Wien;90001;16.3020868;48.128444
60200576;Industriegelände Liesing West;Wien;90001;16.2980264;48.1331026
60200577;Innocentiagasse;Wien;90001;16.2624352;48.190608
60200578;Innstraße;Wien;90001;16.38678;48.2305189
60200579;Invalidensiedlung;Wien;90001;16.5364393;48.2614228
60200580;Inzersdorf Friedhof;Wien;90001;16.3500029;48.1477952
60200581;Inzersdorf, Großmarkt;Wien;90001;16.3575039;48.1358124
60200582;Blumental;Wien;90001;16.3691011;48.1384982
60200585;Inzersdorf Lokalbahn;Wien;90001;16.3344082;48.1499528
60200586;Inzersdorf, Zetschegasse;Wien;90001;16.3302849;48.1388758
60200587;Iselgasse;Wien;90001;16.4563455;48.2811304
60200588;Oleandergasse;Wien;90001;16.497641;48.2554361
60200589;Jagdschloßgasse;Wien;90001;16.2836264;48.1771377
60200590;Jahngasse;Wien;90001;16.3572074;48.1831935
60200591;Jedlersdorf;Wien;90001;16.396886;48.2731789
60200592;Obachgasse;Wien;90001;16.4647897;48.26046
60200593;Trillergasse;Wien;90001;16.4031832;48.2738486
60200594;Jeneweingasse;Wien;90001;16.3852169;48.2660993
60200595;Jenbachgasse;Wien;90001;16.2662799;48.1668215
60200596;Scheedgasse;Wien;90001;16.4875709;48.240571
60200597;Joachimsthalerplatz;Wien;90001;16.3049255;48.2088462
60200598;Großjedlersdorf, Jochbergeng.;Wien;90001;16.4007488;48.2799766
60200599;Jochen-Rindt-Straße;Wien;90001;16.3542879;48.1461589
60200600;Johann-Friedl-Gasse;Wien;90001;16.4072615;48.1370714
60200601;Johannes-Krawarik-Gasse;Wien;90001;16.3086804;48.2137909
60200602;Johann-Nepomuk-Berger-Platz;Wien;90001;16.325461;48.2131025
60200604;Johann-Strauß-Gasse;Wien;90001;16.3661097;48.1899133
60200605;Johanneskapelle;Wien;90001;16.4183468;48.1323712
60200606;Johnstraße;Wien;90001;16.3196399;48.1976741
60200607;Josef-Baumann-Gasse;Wien;90001;16.4302943;48.2512671
60200608;Josef-Enslein-Platz;Wien;90001;16.371814;48.1518347
60200609;Josef-Gall-Gasse;Wien;90001;16.3972813;48.2099118
60200610;Josef-Meder-Gasse;Wien;90001;16.2942445;48.1299789
60200611;Josef-Melichar-Gasse;Wien;90001;16.4010452;48.246021
60200612;Josef-Ressel-Straße;Wien;90001;16.2335723;48.2112168
60200613;Josef-Österreicher-Gasse;Wien;90001;16.3017185;48.1473157
60200614;Elisabethwiese;Wien;90001;16.3342734;48.2810048
60200615;Josefstädter Straße;Wien;90001;16.3391603;48.2113844
60200616;Inzersdorfer Str./Ettenreichg.;Wien;90001;16.3756139;48.1707398
60200617;Julius-Ficker-Straße;Wien;90001;16.4482696;48.267056
60200618;Julius-Payer-Gasse;Wien;90001;16.4202242;48.2339536
60200619;Julius-Raab-Platz;Wien;90001;16.3828453;48.2113306
60200620;Jungstraße;Wien;90001;16.405932;48.2209615
60200621;Jura-Soyfer-Gasse;Wien;90001;16.3928256;48.1493535
60200622;Justgasse;Wien;90001;16.4218771;48.2759531
60200623;Jüptnergasse;Wien;90001;16.4405262;48.2561539
60200624;In der Au;Wien;90001;16.4841214;48.2097921
60200625;Jägerwaldsiedlung;Wien;90001;16.2462385;48.2239959
60200627;Kagran;Wien;90001;16.433699;48.2436461
60200628;Hagedornweg;Wien;90001;16.4925566;48.2326731
60200630;Kagraner Anger;Wien;90001;16.4487727;48.239518
60200631;Kagraner Brücke;Wien;90001;16.4301686;48.2393624
60200632;Kagraner Friedhof;Wien;90001;16.4461227;48.2537076
60200633;Kagraner Platz;Wien;90001;16.4433019;48.2503041
60200634;Kahlenberg;Wien;90001;16.3369594;48.27627
60200635;Kahlenbergerdorf;Wien;90001;16.3568481;48.2743388
60200636;Korbweidenweg;Wien;90001;16.4707455;48.2035179
60200637;Kaiser-Franz-Josef-Str.;Wien;90001;16.266765;48.1358964
60200638;Kaiserebersdorfer Friedhof;Wien;90001;16.453929;48.1586605
60200639;Kaiserebersdorf, Zinnergasse;Wien;90001;16.4707365;48.1600088
60200640;Angelibad;Wien;90001;16.40277;48.2472055
60200641;Kaisermühlen-VIC;Wien;90001;16.4154991;48.232338
60200642;Kaisermühlenstraße;Wien;90001;16.4409484;48.2132521
60200643;Kaiserstraße;Wien;90001;16.3415947;48.1965005
60200644;Burggasse/Kaiserstraße;Wien;90001;16.3400316;48.2043202
60200645;Neustiftgasse/Kaiserstr.;Wien;90001;16.3396813;48.2060265
60200646;Westbahnstr./Kaiserstr.;Wien;90001;16.3405257;48.2018355
60200647;Kalksburger Kirchenplatz;Wien;90001;16.2453133;48.1376589
60200648;Kammerergasse;Wien;90001;16.3181127;48.2448784
60200649;Kanalstraße;Wien;90001;16.4560311;48.2126116
60200650;Wulzendorfstraße/Kapellenweg;Wien;90001;16.468356;48.2153113
60200651;Kapellergasse;Wien;90001;16.4835465;48.2488446
60200652;Kappgasse;Wien;90001;16.4224161;48.1863798
60200653;Kardinal-Nagl-Platz;Wien;90001;16.4005332;48.1973328
60200654;Karl-Meißl-Straße;Wien;90001;16.3734579;48.2283586
60200655;Karl-Schwed-Gasse;Wien;90001;16.2770148;48.1493535
60200657;Karlsplatz;Wien;90001;16.3689484;48.2009554
60200658;Arsenalsteg;Wien;90001;16.3881813;48.1808336
60200659;Karmeliterplatz;Wien;90001;16.380348;48.2157602
60200660;Karthäuserstraße;Wien;90001;16.3238889;48.2505434
60200661;Kaserngasse;Wien;90001;16.2590305;48.1488321
60200662;Haus des Meeres;Wien;90001;16.3540453;48.1976442
60200663;Kellerberggasse;Wien;90001;16.3049434;48.1258177
60200664;Kellermanngasse;Wien;90001;16.351566;48.2053081
60200665;Kempfengerngasse;Wien;90001;16.2961489;48.219956
60200666;Keplerplatz;Wien;90001;16.3765392;48.1781321
60200668;Kerbelgasse;Wien;90001;16.2497509;48.2173524
60200669;Familienplatz;Wien;90001;16.3189302;48.2135275
60200670;Kettenbrückengasse;Wien;90001;16.3589951;48.1968179
60200671;Ketzergasse/Lemböckgasse;Wien;90001;16.3072341;48.1277784
60200672;Keylwerthgasse;Wien;90001;16.2884324;48.2508903
60200673;Khevenhüllerstraße;Wien;90001;16.3070635;48.2434965
60200674;Khleslplatz;Wien;90001;16.3218587;48.1626154
60200675;Kiefernplatz;Wien;90001;16.4578187;48.2185974
60200676;Kierischitzweg;Wien;90001;16.4571719;48.1999974
60200677;Kinskygasse/Rossakgasse;Wien;90001;16.3311024;48.1463207
60200678;Kirchengasse;Wien;90001;16.3528955;48.1995244
60200679;Kirchfeldgasse;Wien;90001;16.3085097;48.1594635
60200680;Kirchstetterngasse;Wien;90001;16.3320905;48.2068646
60200681;Jungbauerweg;Wien;90001;16.3461941;48.1549811
60200682;Kirschenallee;Wien;90001;16.519533;48.2144852
60200683;Campingplatz Kleehäufel;Wien;90001;16.4456376;48.2081757
60200684;Klebindergraben;Wien;90001;16.4529948;48.1605601
60200685;Klederinger Straße;Wien;90001;16.4233144;48.1314299
60200686;Kleiner Ring;Wien;90001;16.2599917;48.1668874
60200687;Kleingartenverein Hackenberg;Wien;90001;16.3110071;48.2483481
60200688;Kleistgasse;Wien;90001;16.3906068;48.1935424
60200689;Kliebergasse;Wien;90001;16.3644658;48.1828042
60200690;Klimtgasse;Wien;90001;16.3011256;48.1727407
60200692;Klosterneuburger Straße;Wien;90001;16.3651575;48.2372444
60200693;Lehenstraße;Wien;90001;16.522704;48.2309318
60200694;Knotzenbachgasse;Wien;90001;16.2931396;48.1455295
60200695;Knödelhüttenstraße;Wien;90001;16.2389801;48.220782
60200696;Kohlgasse;Wien;90001;16.3518085;48.1878831
60200697;Kolbegasse;Wien;90001;16.3605761;48.1444746
60200698;Kollburggasse;Wien;90001;16.3009908;48.2183519
60200699;Koloniestraße;Wien;90001;16.3932658;48.2658242
60200700;Inzersdorf, Slamastraße;Wien;90001;16.3414599;48.138678
60200701;Konstanziagasse;Wien;90001;16.4577918;48.2281192
60200702;Hauffgasse;Wien;90001;16.4127772;48.1777008
60200703;Dirmhirngasse;Wien;90001;16.2826472;48.1359263
60200704;Panikengasse;Wien;90001;16.3243201;48.20805
60200705;Thaliastraße U/Koppstr.;Wien;90001;16.3367348;48.2061702
60200706;Korbergasse;Wien;90001;16.339322;48.1861523
60200707;Korbgasse;Wien;90001;16.2750744;48.1368855
60200708;Kornauthgasse;Wien;90001;16.3668733;48.1609136
60200709;Jakov-Lind-Straße;Wien;90001;16.3964189;48.224331
60200710;Krankenhaus Hietzing;Wien;90001;16.279045;48.1691342
60200711;KGV Alsrückenweg;Wien;90001;16.3074587;48.231961
60200712;Mariahilfer Str./Geibelgasse;Wien;90001;16.3317132;48.1917159
60200713;Krapfenwaldgasse;Wien;90001;16.324356;48.2687423
60200714;Kratzlgasse;Wien;90001;16.3300064;48.2414146
60200715;Krausegasse;Wien;90001;16.4204039;48.1745379
60200716;Kraygasse;Wien;90001;16.4492668;48.2485395
60200717;Kreilplatz;Wien;90001;16.3667026;48.2544373
60200718;Krenngasse;Wien;90001;16.3208795;48.2294058
60200719;Röntgengasse;Wien;90001;16.2861058;48.2254741
60200720;Podhagskygasse;Wien;90001;16.4995455;48.2406787
60200721;Kronawettergasse;Wien;90001;16.3961045;48.155029
60200722;Kronfußgasse;Wien;90001;16.3593993;48.1394573
60200723;Krottenbachstraße;Wien;90001;16.3409479;48.2400505
60200724;Inzersdorf, Kolpingstraße;Wien;90001;16.3422954;48.1412017
60200725;Kugelfanggasse;Wien;90001;16.3983862;48.2462424
60200726;Kugelmanngasse;Wien;90001;16.3038475;48.1411058
60200727;Kundratstraße;Wien;90001;16.3554557;48.1758139
60200728;Kunerolgasse;Wien;90001;16.3017185;48.1538544
60200729;Kurpark Nordeingang;Wien;90001;16.4015303;48.1519366
60200730;Kurzbauergasse;Wien;90001;16.3960236;48.2118633
60200732;Kutschkergasse;Wien;90001;16.3448286;48.2261863
60200733;Pensionisten-Wohnhaus Prater;Wien;90001;16.418239;48.213713
60200734;Kärntner Straße;Wien;90001;16.3705025;48.2035479
60200735;Oberlaa, Friedhof;Wien;90001;16.4048181;48.1382164
60200736;Kölblgasse;Wien;90001;16.385711;48.191129
60200737;Stiegengasse;Wien;90001;16.3572613;48.1985304
60200740;Lainzer Tor;Wien;90001;16.2574585;48.1669054
60200741;Lamezanstraße;Wien;90001;16.3369504;48.1405124
60200742;Landesgerichtsstraße;Wien;90001;16.3569379;48.2144972
60200743;Mitte-Landstraße;Wien;90001;16.3845881;48.2060445
60200744;Lafitegasse;Wien;90001;16.2681754;48.1762092
60200745;Landwehrstraße;Wien;90001;16.4704221;48.1687867
60200746;Industriestraße/Lange Allee;Wien;90001;16.4403555;48.2269403
60200747;Lange Gasse;Wien;90001;16.3509551;48.2149761
60200748;Langfeldgasse;Wien;90001;16.4437511;48.2698664
60200749;Langobardenstraße;Wien;90001;16.4547375;48.2244926
60200750;Langsulzgasse;Wien;90001;16.4001289;48.1580853
60200751;Lannesstraße;Wien;90001;16.5104151;48.2146887
60200752;Lassallestraße;Wien;90001;16.4024825;48.2235889
60200753;Laudongasse;Wien;90001;16.3058;48.2132461
60200754;Laurentiusplatz;Wien;90001;16.3083121;48.2019313
60200755;Laurenzgasse;Wien;90001;16.362247;48.1851161
60200756;St.-Veit-Gasse;Wien;90001;16.2862764;48.1894163
60200757;Pulkaugasse;Wien;90001;16.4529948;48.282858
60200758;Lavantgasse/Schule;Wien;90001;16.4500124;48.2821765
60200759;Schönbrunner Allee;Wien;90001;16.3251555;48.1359743
60200760;Laxenburger Str./Troststr.;Wien;90001;16.3705743;48.1690922
60200761;Laxenburger Straße/Raxstraße;Wien;90001;16.3683106;48.1649881
60200762;Lazarettgasse;Wien;90001;16.3517277;48.2189864
60200763;St. Marx/Leberstraße;Wien;90001;16.3996079;48.1876016
60200764;Lebingergasse;Wien;90001;16.2904446;48.2033443
60200765;Lechnerstraße;Wien;90001;16.4050697;48.1966083
60200766;Rosenbergstraße;Wien;90001;16.5284443;48.2177354
60200767;Himmelteich;Wien;90001;16.5205301;48.2252946
60200768;Leibenfrostgasse;Wien;90001;16.3629207;48.1899612
60200769;Leopoldau;Wien;90001;16.4498417;48.2777287
60200770;Wehrbrücklstraße/Gernotgasse;Wien;90001;16.5293156;48.2198662
60200771;Leopoldauer Platz;Wien;90001;16.4409304;48.2634023
60200772;Resedaweg;Wien;90001;16.4951347;48.2338758
60200773;Leopoldauer Straße;Wien;90001;16.4358639;48.2627863
60200774;Leopoldigasse;Wien;90001;16.2917382;48.1417112
60200775;Leopoldsberg;Wien;90001;16.3444424;48.2789962
60200776;Leopoldsdorfer Straße;Wien;90001;16.3996259;48.1379646
60200777;Auerspergstraße;Wien;90001;16.3557342;48.2068646
60200778;Langobardenstraße/Kapellenweg;Wien;90001;16.4703053;48.2187949
60200780;Leyserstraße;Wien;90001;16.3023832;48.1981232
60200781;Leystraße;Wien;90001;16.3772039;48.2437837
60200782;Lichtensterngasse;Wien;90001;16.3306981;48.1601227
60200783;Thaliastraße/Haberlgasse;Wien;90001;16.3300064;48.2098759
60200784;Liebknechtgasse;Wien;90001;16.306794;48.2226254
60200785;Tillmanngasse;Wien;90001;16.4585643;48.2587436
60200786;Liechtenwerder Platz;Wien;90001;16.3562013;48.2327508
60200787;Lieglerstraße;Wien;90001;16.5421256;48.2143296
60200788;Liesing;Wien;90001;16.2840037;48.1348053
60200789;Liesing Bad;Wien;90001;16.2814435;48.1323352
60200790;Liesing Feuerwache;Wien;90001;16.2894205;48.1341818
60200791;Liesing Friedhof;Wien;90001;16.2942535;48.1335762
60200792;Moeringgasse;Wien;90001;16.3342195;48.2040568
60200793;Liesing Schulzentrum;Wien;90001;16.2803925;48.1406203
60200794;Sebastianbrücke;Wien;90001;16.414475;48.1346014
60200796;Liesinger-Flur-Gasse;Wien;90001;16.3058328;48.1366577
60200797;Jedleseer Friedhof;Wien;90001;16.3836269;48.2702192
60200798;Lilienthalgasse;Wien;90001;16.3910469;48.1786173
60200799;Lindauergasse;Wien;90001;16.2589587;48.1447923
60200800;Lindenbauergasse;Wien;90001;16.4322886;48.1701287
60200801;Linienamt;Wien;90001;16.3191817;48.156689
60200803;Linnéplatz;Wien;90001;16.3377769;48.237023
60200804;Lisztstraße;Wien;90001;16.3786143;48.1990573
60200805;Litfaßstraße;Wien;90001;16.4055098;48.1839721
60200806;Raffineriestraße/Ostbahnbrücke;Wien;90001;16.449132;48.2054877
60200807;Löwenthalgasse;Wien;90001;16.2784072;48.1359084
60200808;Lobaugasse;Wien;90001;16.4869331;48.2053859
60200809;Lobgrundstraße;Wien;90001;16.4919098;48.1771797
60200810;Lohnergasse;Wien;90001;16.3689394;48.282308
60200811;Lohwaggasse;Wien;90001;16.4926195;48.2172805
60200812;Lokomotivgasse;Wien;90001;16.3955475;48.2712477
60200813;Lorenz-Böhler-Unfallkrankenhaus;Wien;90001;16.3833035;48.2361615
60200814;Lorystraße;Wien;90001;16.4134419;48.1722914
60200815;Anton-Stilling-Platz;Wien;90001;16.4195774;48.1666598
60200816;Margeritenweg;Wien;90001;16.4942544;48.2319011
60200817;Lukschgasse;Wien;90001;16.4056715;48.202542
60200818;Lusthaus/Aspernallee;Wien;90001;16.4393494;48.1928238
60200819;Linzer Straße/Lützowgasse;Wien;90001;16.295601;48.1943448
60200820;Längenfeldgasse;Wien;90001;16.3353604;48.1851161
60200821;Ludwig-Koeßler-Platz;Wien;90001;16.4089683;48.19577
60200822;Maculangasse;Wien;90001;16.4560401;48.2615604
60200823;Maireckergasse;Wien;90001;16.2627585;48.1358364
60200824;Leopoldsgasse;Wien;90001;16.3761708;48.2202373
60200825;Mannswörther Straße;Wien;90001;16.4921613;48.1580433
60200826;Marenabrücke;Wien;90001;16.2928791;48.1414655
60200827;Margaretengürtel;Wien;90001;16.342502;48.1882903
60200828;Ostbahnbegleitstraße;Wien;90001;16.4879842;48.2333911
60200829;Margaretenpl./Schönbrunner Str.;Wien;90001;16.3564528;48.1920692
60200830;Margaretenplatz;Wien;90001;16.3579889;48.1911111
60200831;Margetinstraße;Wien;90001;16.4655083;48.1758618
60200832;Mariabrunn Mauerbachstraße;Wien;90001;16.2268439;48.2083134
60200833;Mariahilfer Gürtel;Wien;90001;16.3388369;48.1929855
60200835;Museumsquartier;Wien;90001;16.3614115;48.202536
60200836;Aquäduktsteg;Wien;90001;16.2751283;48.1380006
60200837;Alte Brauerei Liesing;Wien;90001;16.2773562;48.1372273
60200838;Marienbrücke;Wien;90001;16.3774554;48.2132581
60200839;Markomannenstraße;Wien;90001;16.4547914;48.2502682
60200840;Maroltingergasse;Wien;90001;16.3065245;48.2134616
60200841;Marschallplatz;Wien;90001;16.3035241;48.1655513
60200842;Linienamt Neuwaldegg;Wien;90001;16.2775358;48.2401163
60200843;Martinstraße;Wien;90001;16.3422505;48.2266231
60200844;Marx-Meidlinger-Straße;Wien;90001;16.3442357;48.1804562
60200845;Marxergasse;Wien;90001;16.3865823;48.2074154
60200846;Matschgasse;Wien;90001;16.290777;48.2086606
60200847;Marderweg;Wien;90001;16.4746082;48.2051584
60200848;Matthäus-Jiszda-Straße;Wien;90001;16.3948468;48.2538092
60200849;Matzleinsdorfer Platz;Wien;90001;16.3591478;48.1806
60200850;Mehlführergasse;Wien;90001;16.2819735;48.1382464
60200852;Maurer Berg;Wien;90001;16.2622735;48.1445225
60200853;Maurer Friedhof;Wien;90001;16.2751643;48.1544717
60200854;Maurer Hauptplatz;Wien;90001;16.2688401;48.1505522
60200855;Maurer Lange Gasse;Wien;90001;16.2681844;48.1477113
60200856;Max-Fleischer-Gasse;Wien;90001;16.3895378;48.1508878
60200858;Max-Mauermann-Gasse;Wien;90001;16.4093007;48.1629988
60200859;Mayerhofgasse;Wien;90001;16.3669721;48.1925962
60200860;Mayerweckstraße;Wien;90001;16.381444;48.2939278
60200861;Mayssengasse;Wien;90001;16.325461;48.2159996
60200862;Mayredergasse;Wien;90001;16.5044772;48.2381718
60200863;Meidling Hauptstraße;Wien;90001;16.3289374;48.1836667
60200864;Meidlinger Hauptstr./Pohlgasse;Wien;90001;16.3299435;48.1780962
60200865;Dörfelstraße;Wien;90001;16.3357916;48.1755144
60200867;Meischlgasse;Wien;90001;16.3236733;48.1412137
60200868;Memlinggasse;Wien;90001;16.5218776;48.2287356
60200869;Mergenthalerplatz;Wien;90001;16.4467335;48.2434008
60200870;Merkurweg;Wien;90001;16.2498767;48.2076369
60200872;Meyerbeergasse;Wien;90001;16.3780034;48.2724973
60200873;Michaelerplatz;Wien;90001;16.366496;48.2083074
60200874;Michelbeuern-AKH;Wien;90001;16.3439393;48.2209855
60200875;Fabergasse;Wien;90001;16.2770687;48.1367716
60200877;Minciostraße;Wien;90001;16.313154;48.2029312
60200878;Mitterberg;Wien;90001;16.2819555;48.2314224
60200879;Mitterfeldgasse;Wien;90001;16.4151398;48.1653117
60200880;Mittleres Hausfeld;Wien;90001;16.4846424;48.2273592
60200881;Modecenterstraße;Wien;90001;16.4182929;48.1885479
60200883;Mauthausgasse;Wien;90001;16.3454125;48.1878711
60200884;Mendelssohngasse;Wien;90001;16.4245272;48.2254023
60200885;Molitorgasse;Wien;90001;16.408061;48.1818099
60200886;Mommsengasse;Wien;90001;16.3786412;48.1887275
60200887;Mondweg;Wien;90001;16.243849;48.2079303
60200888;Montecuccoliplatz;Wien;90001;16.297712;48.1752388
