DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60200889;Montleartstraße;Wien;90001;16.3027515;48.2023624
60200890;Moosgasse;Wien;90001;16.2828449;48.2287835
60200891;Mooslackengasse;Wien;90001;16.3684184;48.2489223
60200892;Mooswiesengasse;Wien;90001;16.2030206;48.2050327
60200893;Moritz-Dreger-Gasse;Wien;90001;16.442206;48.2733643
60200894;Moschingergasse;Wien;90001;16.2405791;48.2197106
60200895;Murlingengasse;Wien;90001;16.3359533;48.1762692
60200896;Murraygasse;Wien;90001;16.4750574;48.2365623
60200897;Muthgasse;Wien;90001;16.3661726;48.2450699
60200898;Mühlbreiten;Wien;90001;16.309965;48.1538
60200899;Mühlfeldgasse;Wien;90001;16.3898971;48.2208239
60200900;Mühlhäufel;Wien;90001;16.5230184;48.2032186
60200901;Mühlhäufelweg;Wien;90001;16.4780757;48.2098759
60200902;Mühlsangergasse;Wien;90001;16.4657778;48.1599728
60200903;Mühlwasser;Wien;90001;16.4759108;48.2042065
60200904;Mühlwasserstraße;Wien;90001;16.4452872;48.2142458
60200905;Hauptbahnhof Ost;Wien;90001;16.3804917;48.1843555
60200906;Pensionistenwohnhaus Hetzendorf;Wien;90001;16.2999398;48.1667197
60200907;Kaiserebersdorf Münnichplatz;Wien;90001;16.4738626;48.1587984
60200908;Männertreugasse;Wien;90001;16.4051954;48.1599968
60200909;Reinlgasse/Märzstraße;Wien;90001;16.3119413;48.1966442
60200910;Aspern Nord;Wien;90001;16.5040909;48.2346117
60200911;Johnstraße/Märzstraße;Wien;90001;16.3184002;48.1962251
60200912;Naufahrtbrücke;Wien;90001;16.4698202;48.1994585
60200913;Nauheimergasse;Wien;90001;16.3315605;48.1575639
60200914;Neilreichgasse;Wien;90001;16.3655887;48.1761493
60200916;Nestroyplatz;Wien;90001;16.3846509;48.2148144
60200917;Neue Donau Mitte;Wien;90001;16.4282911;48.219944
60200918;Neu Erlaa;Wien;90001;16.3280122;48.1406262
60200919;Donaumarina, Chrastekgasse;Wien;90001;16.4285516;48.2077627
60200920;Burggasse/Neubaugasse;Wien;90001;16.3489519;48.2042603
60200921;Neustiftgasse/Neubaugasse;Wien;90001;16.3489788;48.2054517
60200922;Neubreitenlee;Wien;90001;16.6701;48.2397214
60200923;Erlaaer Spitz;Wien;90001;16.3241314;48.1377848
60200924;Neueßling;Wien;90001;16.5324687;48.2491676
60200925;Neugebauerweg;Wien;90001;16.3513594;48.2539169
60200927;Neu-Kagran;Wien;90001;16.4477576;48.237041
60200928;Neulandschule;Wien;90001;16.3871393;48.1589062
60200929;Ungargasse/Neulinggasse;Wien;90001;16.3873818;48.1990453
60200930;Neusteinhof;Wien;90001;16.3332314;48.1574081
60200931;Neustift am Walde;Wien;90001;16.3018892;48.250986
60200932;Neustifter Friedhof 1.Tor;Wien;90001;16.3053387;48.2472294
60200933;Neustifter Friedhof 2.Tor;Wien;90001;16.3016736;48.2472833
60200934;Neustifter Friedhof 3.Tor;Wien;90001;16.2983857;48.2468226
60200935;Neuwaldegg;Wien;90001;16.2911004;48.2335467
60200936;Höhenstraße/Marswiese;Wien;90001;16.2799074;48.2403975
60200937;Niederhofstraße;Wien;90001;16.3311922;48.1810612
60200938;Forstnergasse;Wien;90001;16.4538122;48.2477558
60200939;Niklas-Eslarn-Straße;Wien;90001;16.5349571;48.2246841
60200940;Nikolaus-Pytty-Gasse;Wien;90001;16.2417649;48.2226254
60200941;Nordbahnstraße;Wien;90001;16.3892413;48.223571
60200942;Seestadt;Wien;90001;16.5084747;48.2263897
60200943;Nordbrücke;Wien;90001;16.3953768;48.2611418
60200944;Nordwestbahnstraße;Wien;90001;16.3809679;48.2280235
60200945;Ernst-Vasovec-Gasse;Wien;90001;16.3767548;48.2965335
60200947;Nowakgasse;Wien;90001;16.3141422;48.1266152
60200948;Nußdorf;Wien;90001;16.3676548;48.2602148
60200949;Oberlaa;Wien;90001;16.3999582;48.1424426
60200950;Nußdorfer Straße;Wien;90001;16.3528865;48.2314823
60200951;Dückegasse;Wien;90001;16.4277431;48.2473431
60200952;Nästlbergergasse;Wien;90001;16.2605846;48.1601766
60200953;Küniglberg/ORF-Zentrum;Wien;90001;16.2916124;48.1755144
60200954;Finsterbuschstraße Mitte;Wien;90001;16.504046;48.1696135
60200955;Lieblgasse;Wien;90001;16.4617983;48.2576491
60200956;Ober St. Veit;Wien;90001;16.2757212;48.1922908
60200957;Oriongasse;Wien;90001;16.4396548;48.1759157
60200958;Aspernstraße/Oberdorfstr.;Wien;90001;16.4811929;48.2198483
60200959;Oberdöbling;Wien;90001;16.3442717;48.2443998
60200960;Grohnergasse;Wien;90001;16.3432656;48.1571684
60200961;Obere Augartenstraße;Wien;90001;16.3753085;48.222757
60200962;Obere Donaustraße;Wien;90001;16.3713379;48.2196747
60200963;Oberer Reisenbergweg;Wien;90001;16.3357377;48.2594254
60200964;Tierquartier;Wien;90001;16.4732248;48.2517756
60200965;Ziegelhofstraße/Oberfeldgasse;Wien;90001;16.4780398;48.2399308
60200966;Oberfeldg./Spargelfeldstr.;Wien;90001;16.4734853;48.241259
60200967;Orchisgasse;Wien;90001;16.4670983;48.212875
60200968;Obergfellplatz;Wien;90001;16.3894749;48.2666016
60200970;Oberlaaer Platz;Wien;90001;16.4039108;48.137497
60200971;Oberlaaer Straße;Wien;90001;16.361178;48.1480109
60200972;Obersteinergasse;Wien;90001;16.3450442;48.2405889
60200973;Oberwiedenstraße;Wien;90001;16.2906692;48.2230084
60200974;Sturgasse;Wien;90001;16.4145828;48.2162869
60200975;Oper/Karlsplatz U;Wien;90001;16.3695772;48.2022965
60200976;Alsegger Straße/Czartoriskygasse;Wien;90001;16.3234487;48.2290049
60200977;Frauengasse;Wien;90001;16.3290362;48.2137729
60200978;Oskar-Simony-Straße;Wien;90001;16.2359798;48.2110612
60200979;Wagramer Straße/Ostbahn;Wien;90001;16.4764857;48.2753074
60200980;Oswald-Redlich-Straße;Wien;90001;16.4538392;48.2750085
60200981;Ottakring;Wien;90001;16.3116718;48.212025
60200983;Ottakringer Bad;Wien;90001;16.2905794;48.2125458
60200984;Attemsgasse;Wien;90001;16.4342469;48.2479413
60200985;Otto-Hötzl-Weg;Wien;90001;16.2912711;48.2217994
60200986;Otto-Probst-Platz;Wien;90001;16.3238;48.1538304
60200987;Otto-Probst-Straße;Wien;90001;16.356336;48.1557781
60200988;Palffygasse;Wien;90001;16.3368336;48.2176277
60200989;Karl-Popper-Straße;Wien;90001;16.3788209;48.1876914
60200990;Panozzalacke;Wien;90001;16.4858821;48.1809474
60200991;Pantucekgasse;Wien;90001;16.4574414;48.1602485
60200992;Paradisgasse;Wien;90001;16.341972;48.248689
60200993;Kundmanngasse;Wien;90001;16.3938856;48.202548
60200994;Parlament;Wien;90001;16.360073;48.2086786
60200995;Patrizigasse;Wien;90001;16.4042612;48.25735
60200996;Paulanergasse;Wien;90001;16.3671518;48.1960334
60200997;Paulinensteig;Wien;90001;16.2997;48.2184058
60200998;Pellmanngasse;Wien;90001;16.2884144;48.1307404
60200999;Marco-Polo-Promenade;Wien;90001;16.4230449;48.2773282
60201000;Pensionistenwohnhaus Atzgersdorf;Wien;90001;16.289717;48.1502405
60201001;Pensionistenwohnhaus Rosenberg;Wien;90001;16.2867705;48.1594515
60201002;Pensionsversicherungsanstalt;Wien;90001;16.3977124;48.2291605
60201003;Penzing;Wien;90001;16.3053297;48.1926561
60201004;Pfalzgasse;Wien;90001;16.4915594;48.2404573
60201005;Penzinger Straße;Wien;90001;16.3152381;48.1903325
60201007;Perfektastraße;Wien;90001;16.3133966;48.1368076
60201008;Perntergasse;Wien;90001;16.3550245;48.2491496
60201009;Perspektivstraße;Wien;90001;16.4009105;48.2178911
60201010;Peter-Jordan-Straße;Wien;90001;16.325964;48.2386505
60201011;Pfarrer-Matz-Gasse;Wien;90001;16.4063542;48.3021689
60201012;Pfarrgasse;Wien;90001;16.3470924;48.1496352
60201013;Pfenninggeldgasse;Wien;90001;16.3132439;48.2074274
60201014;Seckendorfstraße;Wien;90001;16.287058;48.1968718
60201015;Meidling;Wien;90001;16.3319917;48.1743402
60201016;Alfred-Adler-Straße;Wien;90001;16.3814619;48.1824328
60201017;Piaristengasse;Wien;90001;16.3514043;48.2063498
60201018;Pilgramgasse;Wien;90001;16.3544765;48.1926261
60201019;Kolschitzkygasse;Wien;90001;16.3730627;48.1881346
60201021;Plachygasse;Wien;90001;16.2808416;48.2267069
60201022;Plankengasse;Wien;90001;16.3693616;48.2063198
60201023;Karl-Bednarik-Gasse;Wien;90001;16.4832141;48.2455006
60201024;Plattensteinergasse;Wien;90001;16.4787046;48.211163
60201025;Plößlgasse;Wien;90001;16.377132;48.1945364
60201026;Podlahagasse;Wien;90001;16.5333221;48.2109355
60201027;Pogrelzstraße;Wien;90001;16.4562018;48.2432572
60201028;Pohlgasse;Wien;90001;16.3240147;48.1786772
60201029;Veletaweg;Wien;90001;16.2809584;48.2279756
60201030;Pokornygasse;Wien;90001;16.3554916;48.2411513
60201031;Polgarstraße;Wien;90001;16.449698;48.2312489
60201032;Alte Polsterermühle;Wien;90001;16.2418458;48.1311661
60201033;Tiefer Graben;Wien;90001;16.3692628;48.2136053
60201034;Portnergasse;Wien;90001;16.443787;48.2444058
60201035;Hütteldorfer Straße;Wien;90001;16.3122108;48.1991232
60201037;Possingergasse;Wien;90001;16.3180498;48.2090258
60201038;Fritz-Feigl-Weg;Wien;90001;16.4722277;48.2344382
60201039;Praterbrücke;Wien;90001;16.4338966;48.2036197
60201040;Praterstern;Wien;90001;16.3923315;48.2185136
60201041;Rasumofskygasse;Wien;90001;16.3943617;48.2055416
60201042;Nestroyplatz/Praterstraße;Wien;90001;16.3865913;48.2162869
60201043;Predigtstuhl;Wien;90001;16.2892948;48.2223022
60201044;Preindlgasse;Wien;90001;16.2773292;48.1875477
60201045;Pretschgasse;Wien;90001;16.4242127;48.1581392
60201046;Christine-Touaillon-Straße;Wien;90001;16.5102264;48.223176
60201047;Preßgasse;Wien;90001;16.3625165;48.1963089
60201048;Prinzgasse;Wien;90001;16.4817319;48.239877
60201049;Otto-Wagner-Spital;Wien;90001;16.2802667;48.2068946
60201050;Puchgasse;Wien;90001;16.4550699;48.260149
60201052;Baumgartner Höhe;Wien;90001;16.2724244;48.2052242
60201053;Pumgasse;Wien;90001;16.272137;48.1360163
60201054;Purkytgasse;Wien;90001;16.3336805;48.1501926
60201055;Pönningerweg;Wien;90001;16.2885492;48.213282
60201056;Pötzleinsdorf;Wien;90001;16.3111957;48.2409
60201057;Pötzleinsdorfer Friedhof;Wien;90001;16.3074138;48.2455185
60201058;Quellenplatz;Wien;90001;16.3734939;48.1756222
60201059;Quellenstraße/Favoritenstraße;Wien;90001;16.3775543;48.1751489
60201060;Knöllgasse;Wien;90001;16.3581057;48.1774013
60201061;Rabengasse;Wien;90001;16.3976136;48.1940514
60201062;Spittelau;Wien;90001;16.3583662;48.235611
60201063;Radetzkyplatz;Wien;90001;16.3901486;48.2109355
60201065;Raimannstraße;Wien;90001;16.2813088;48.2045178
60201066;Rainergasse;Wien;90001;16.368113;48.1887215
60201067;Rallenweg;Wien;90001;16.4589237;48.204434
60201068;Rampengasse;Wien;90001;16.360603;48.2409599
60201069;Ramperstorffergasse;Wien;90001;16.3603785;48.1849364
60201070;Rappachgasse;Wien;90001;16.4243924;48.1799231
60201071;Löwengasse;Wien;90001;16.3997;48.2057391
60201072;Rathaus;Wien;90001;16.3553479;48.2100256
60201073;Ravelinstraße;Wien;90001;16.4271143;48.1734956
60201074;Laxenburger Str./Sahulkastr.;Wien;90001;16.3674931;48.1630827
60201075;Ratmannsdorfgasse;Wien;90001;16.2758919;48.1773833
60201076;Ratzenhofergasse;Wien;90001;16.4194696;48.2840954
60201077;Rauscherstraße;Wien;90001;16.3752097;48.2307582
60201078;Raxstraße/Rudolfshügelgasse;Wien;90001;16.3634866;48.1656771
60201079;Rebhanngasse;Wien;90001;16.3882622;48.2278439
60201080;Redtenbachergasse;Wien;90001;16.3146902;48.213324
60201081;Pflaumengasse;Wien;90001;16.2911992;48.1567909
60201082;Reichmanngasse;Wien;90001;16.2848302;48.2068527
60201083;Eßling, Wegmayersiedlung;Wien;90001;16.5149606;48.2021169
60201084;Linzer Str./Reinlgasse;Wien;90001;16.3114293;48.1932789
60201085;Reinprechtsdorfer Brücke;Wien;90001;16.3514223;48.1892905
60201086;Reinprechtsdorfer Str./Arbeiterg.;Wien;90001;16.353156;48.1865296
60201087;Hansl-Schmid-Weg;Wien;90001;16.2842732;48.2144134
60201088;Westbahnstr./Neubaugasse;Wien;90001;16.3597;48.2019672
60201090;Renngasse;Wien;90001;16.3676009;48.2132102
60201091;Rennweg;Wien;90001;16.3862769;48.194764
60201092;Ruckergasse/Pohlgasse;Wien;90001;16.3268354;48.1784256
60201093;Asparagusweg;Wien;90001;16.5306182;48.2421385
60201094;Resselgasse;Wien;90001;16.3676638;48.1983627
60201095;Reumannplatz;Wien;90001;16.3781921;48.1741545
60201096;Reischergasse;Wien;90001;16.2644653;48.1743762
60201097;Richard-Neutra-Gasse;Wien;90001;16.4309321;48.2665836
60201098;Richard-Strauss-Straße;Wien;90001;16.3384326;48.1377608
60201099;Richthausenstraße;Wien;90001;16.3226852;48.2237146
60201100;Riedelgasse;Wien;90001;16.279602;48.1632685
60201101;Riedstraße;Wien;90001;16.2387286;48.2105164
60201102;Riemergasse;Wien;90001;16.3773027;48.2078345
60201103;Schippergasse;Wien;90001;16.4178078;48.2836351
60201104;Rochusgasse;Wien;90001;16.3913254;48.2025241
60201105;Rodaun;Wien;90001;16.2627765;48.1328148
60201106;Hochstraße;Wien;90001;16.2584826;48.1323891
60201107;Rodauner Straße;Wien;90001;16.2601983;48.1389837
60201108;Rodlergasse;Wien;90001;16.3341566;48.2407744
60201109;Rohrbacherstraße;Wien;90001;16.2732149;48.1876795
60201110;Sieveringer Str./Rohrerwiese;Wien;90001;16.2946038;48.2639465
60201111;Rohrhofergasse;Wien;90001;16.4292074;48.1716085
60201112;Rosasgasse;Wien;90001;16.3245537;48.1816602
60201113;Krautackergasse;Wien;90001;16.5337264;48.2305907
60201114;Rosenhügelstraße;Wien;90001;16.3024281;48.1688526
60201115;Rosensteingasse;Wien;90001;16.3271677;48.2191001
60201116;Rosentalgasse;Wien;90001;16.2609709;48.2019193
60201117;Rossakgasse;Wien;90001;16.3216072;48.1481008
60201118;Rotenmühlgasse;Wien;90001;16.3236913;48.1838284
60201119;Rotenturmstraße;Wien;90001;16.3744371;48.2103428
60201120;Raffineriestr./Biberhaufenweg;Wien;90001;16.4669815;48.1933867
60201121;Sandleitengasse;Wien;90001;16.3075485;48.2178133
60201122;Rautenweg;Wien;90001;16.4641518;48.2614228
60201124;Roßauer Lände;Wien;90001;16.3675021;48.2221406
60201125;Schartlgasse;Wien;90001;16.2812459;48.1377608
60201126;Haschkagasse;Wien;90001;16.3269611;48.180618
60201127;Rudolf-Waisenhorn-Gasse;Wien;90001;16.261429;48.1428442
60201128;Rudolf-Zeller-Gasse;Wien;90001;16.2834288;48.1475135
60201129;Rudolfsplatz;Wien;90001;16.3710594;48.2143835
60201130;Rueppgasse;Wien;90001;16.3859625;48.2204049
60201131;Rustenfeld Siedlung;Wien;90001;16.3946312;48.1242407
60201132;Rustengasse;Wien;90001;16.3274822;48.1913506
60201133;Ruthnergasse;Wien;90001;16.4181132;48.2722701
60201134;Ruzickagasse;Wien;90001;16.28439;48.1525659
60201135;Rußbergstraße;Wien;90001;16.3831328;48.2874249
60201136;Römergasse;Wien;90001;16.3135942;48.2168975
60201137;Trabrennstraße;Wien;90001;16.411789;48.2123602
60201138;Saarplatz;Wien;90001;16.3497604;48.2452613
60201139;Sagedergasse;Wien;90001;16.3177534;48.1615428
60201140;Sahulkastraße;Wien;90001;16.362211;48.1622079
60201141;Saikogasse;Wien;90001;16.436331;48.2506331
60201142;Salmannsdorf;Wien;90001;16.2935079;48.2521524
60201143;Saltenstraße;Wien;90001;16.4980812;48.2165443
60201144;Salzgries;Wien;90001;16.3727393;48.2128092
60201145;Salztorbrücke;Wien;90001;16.373943;48.2140064
60201146;Samptwandnergasse;Wien;90001;16.2451965;48.2033922
60201147;Sandrockgasse;Wien;90001;16.399024;48.2468047
60201148;Viehmarktgasse;Wien;90001;16.4010901;48.1904882
60201149;St.-Hemma-Kirche;Wien;90001;16.2926994;48.1726628
60201150;St.-Hubertus-Platz;Wien;90001;16.2607553;48.1623457
60201151;St.-Michael-Gasse;Wien;90001;16.4394931;48.2666195
60201152;St.-Ulrichs-Platz;Wien;90001;16.3535423;48.2041466
60201153;Sauerburggasse;Wien;90001;16.3388369;48.2462424
60201154;Scalagasse;Wien;90001;16.357432;48.182337
60201155;Schafbergbad;Wien;90001;16.3010358;48.2362093
60201156;Schafberghöhe;Wien;90001;16.2978827;48.2377949
60201158;Linzer Str./Johnstr.;Wien;90001;16.3163161;48.1924465
60201159;Schattenfrohgasse;Wien;90001;16.4819205;48.287407
60201160;Meidling, Schedifkaplatz;Wien;90001;16.3300513;48.1733817
60201162;Schemmerlstr./Hasenleitengasse;Wien;90001;16.418239;48.1628011
60201163;Schilfweg;Wien;90001;16.4549621;48.2087864
60201164;Schillwasserweg;Wien;90001;16.4533271;48.2054158
60201165;Südportalstraße;Wien;90001;16.4071358;48.2132162
60201166;Schlachthammerstraße;Wien;90001;16.5240695;48.2121387
60201168;Schleifmühlgasse;Wien;90001;16.3656426;48.1969676
60201169;Schlickgasse;Wien;90001;16.364367;48.2186033
60201170;Angerer Straße;Wien;90001;16.3991048;48.2600234
60201171;Schloss Alterlaa;Wien;90001;16.3064975;48.1480349
60201173;Schloss Belvedere;Wien;90001;16.3791712;48.1919075
60201174;Schloss Hetzendorf;Wien;90001;16.3090308;48.1672829
60201175;Schloss Laudon;Wien;90001;16.2217235;48.214587
60201176;Schloss Schönbrunn;Wien;90001;16.3132349;48.1881227
60201177;Wilhelminenberg;Wien;90001;16.2846685;48.2200997
60201178;Schluckergasse;Wien;90001;16.2910106;48.1582471
60201179;Schmelzbrücke;Wien;90001;16.329683;48.1959017
60201180;Schoeppelgasse;Wien;90001;16.5379395;48.219555
60201181;Schottenfeldgasse;Wien;90001;16.3434362;48.2075831
60201182;Schottenring;Wien;90001;16.3711313;48.2169214
60201183;Schönwiesegasse;Wien;90001;16.3268623;48.1385581
60201184;Schottentor;Wien;90001;16.3622649;48.2139405
60201185;St. Veiter Tor;Wien;90001;16.2540449;48.1768023
60201186;Floridsdorfer Markt;Wien;90001;16.4003086;48.2620986
60201187;Schrammelgasse;Wien;90001;16.2852254;48.2258152
60201188;Schrekergasse;Wien;90001;16.2888007;48.2064037
60201189;Schrutkagasse;Wien;90001;16.2807967;48.1815524
60201190;Schuhmeierplatz;Wien;90001;16.3189571;48.211576
60201191;Ettenreichgasse/Schulzentrum;Wien;90001;16.373952;48.168583
60201192;Schwanngasse;Wien;90001;16.4191283;48.2799049
60201193;Schwarzenbergplatz;Wien;90001;16.3743113;48.2015302
60201195;Schwarzenhaidestraße;Wien;90001;16.3284523;48.1524281
60201196;Voltelinistraße;Wien;90001;16.373431;48.2771907
60201197;Schwarzspanierstraße;Wien;90001;16.3591927;48.2172267
60201198;Schwedenplatz;Wien;90001;16.3778956;48.2117496
60201199;Schlachthausgasse;Wien;90001;16.4074502;48.1940334
60201200;Schweglerstraße;Wien;90001;16.3283984;48.1978897
60201201;Schweizertalstraße;Wien;90001;16.2658847;48.1878412
60201202;Scheibenbergstraße;Wien;90001;16.3181487;48.2388599
60201203;Schwertgasse;Wien;90001;16.369164;48.2125158
60201204;Schüttauplatz;Wien;90001;16.4232156;48.2263718
60201205;Schüttaustraße;Wien;90001;16.4171789;48.230836
60201206;Schüttelstraße;Wien;90001;16.4113219;48.1969915
60201207;Schütthäufel;Wien;90001;16.469937;48.2085649
60201208;Schöberweg;Wien;90001;16.3112945;48.2309377
60201209;Schödlbergergasse;Wien;90001;16.420862;48.2280654
60201210;Schöffelgasse;Wien;90001;16.3260089;48.2314524
60201211;Schönbrunn;Wien;90001;16.3194782;48.1859007
60201212;Schwenkgasse;Wien;90001;16.3207089;48.1784616
60201213;Schönthalergasse;Wien;90001;16.4315161;48.2694658
60201214;Schöpfwerk;Wien;90001;16.3316683;48.1634542
60201215;Scottgasse;Wien;90001;16.4207632;48.2746677
60201216;Sebaldgasse;Wien;90001;16.4469401;48.2623797
60201217;Sebastian-Kohl-Gasse;Wien;90001;16.4095972;48.2588093
60201218;Sechskrügelgasse;Wien;90001;16.3873279;48.2020331
60201219;Rosalia-Chladek-Gasse;Wien;90001;16.5290012;48.2117017
60201220;Seifertstraße;Wien;90001;16.2611236;48.1822172
60201221;Seiseneggergasse;Wien;90001;16.5202696;48.2310275
60201223;Selma-Lagerlöf-Gasse;Wien;90001;16.3760631;48.1510796
60201224;Senderstraße;Wien;90001;16.4010721;48.3114242
60201225;Breitenfurter Str./Rodauner Str.;Wien;90001;16.260899;48.1385101
60201226;Sensengasse;Wien;90001;16.3556803;48.2205665
60201227;Seuttergasse;Wien;90001;16.2622645;48.193243
60201228;Seybelgasse;Wien;90001;16.2884683;48.1361362
60201229;Shuttleworthstraße;Wien;90001;16.4058692;48.2715466
60201230;Sibeliusstraße;Wien;90001;16.3666846;48.1591159
60201231;Sickenberggasse;Wien;90001;16.3669721;48.2580319
60201232;Siebenbrunnenfeldgasse;Wien;90001;16.3546203;48.1821933
60201233;Siebenbrunnengasse;Wien;90001;16.3593454;48.1876256
60201234;Siebenbürgerstraße;Wien;90001;16.4465359;48.232691
60201235;Siebenhirten;Wien;90001;16.3097045;48.129889
60201236;Siebenhirten Brunner Str.;Wien;90001;16.2979545;48.1294513
60201237;Siebensterngasse;Wien;90001;16.3517726;48.2022067
60201239;Siedlung Blumental;Wien;90001;16.3613936;48.1456614
60201240;Karl-Bekehrty-Str.;Wien;90001;16.248628;48.2188009
60201241;Siedlung Einigkeit;Wien;90001;16.4408585;48.2220149
60201242;Siedlung Heuberg;Wien;90001;16.2800152;48.2273353
60201243;Siedlung Kordon;Wien;90001;16.2620219;48.2181724
60201244;Siedlung Sonnheim;Wien;90001;16.4408945;48.2200877
60201245;Siedlung Südost;Wien;90001;16.39473;48.1563234
60201246;Promenadeweg;Wien;90001;16.2810572;48.2506451
60201247;Siegesplatz;Wien;90001;16.4855228;48.2175978
60201248;Siemensstraße;Wien;90001;16.4202512;48.2708351
60201249;Tivoligasse;Wien;90001;16.321149;48.180576
60201250;Sievering;Wien;90001;16.3170887;48.2542279
60201251;Jägerhaus;Wien;90001;16.3010717;48.2639884
60201252;Sieveringer Straße;Wien;90001;16.3426457;48.2461467
60201253;Silbergasse;Wien;90001;16.3487632;48.2427726
60201254;Percostr./Wagramer Str.;Wien;90001;16.464062;48.2696452
60201255;Sillerplatz;Wien;90001;16.2764309;48.1596912
60201256;Sieveringer Friedhof;Wien;90001;16.320619;48.2495325
60201257;Grillgasse;Wien;90001;16.4073424;48.1669354
60201258;Schukowitzgasse;Wien;90001;16.4989166;48.2392607
60201259;Simmeringer Haide;Wien;90001;16.440598;48.1774552
60201260;Simmering;Wien;90001;16.4200086;48.1701586
60201261;Wolfersberg, Schöffelplatz;Wien;90001;16.2281914;48.2166221
60201262;Meidling S+U, Eichenstraße;Wien;90001;16.33289;48.1746877
60201263;Polkorabplatz;Wien;90001;16.411789;48.1745439
60201264;Simoningplatz;Wien;90001;16.4206734;48.1791864
60201265;Sindinggasse;Wien;90001;16.3706462;48.1534529
60201266;Siriusweg;Wien;90001;16.2475411;48.2075651
60201267;Skodagasse;Wien;90001;16.3491046;48.2150838
60201268;Skraupstraße;Wien;90001;16.4139181;48.2741236
60201269;Sobotagasse;Wien;90001;16.3302041;48.1442048
60201270;Contiweg;Wien;90001;16.4702065;48.2306804
60201271;Sofienalpenstraße;Wien;90001;16.1979451;48.2315002
60201272;Sommarugagasse;Wien;90001;16.3316324;48.2261683
60201274;Sonnbergstraße;Wien;90001;16.2549791;48.1302127
60201275;Sonnenuhrgasse;Wien;90001;16.3439483;48.1907877
60201276;Sonnergasse;Wien;90001;16.3191638;48.1677742
60201277;Sorgenthalgasse;Wien;90001;16.432073;48.2660813
60201278;Donauspital;Wien;90001;16.4659934;48.219561
60201279;Breitenleer Str./Spargelfeldstr.;Wien;90001;16.4830524;48.2514825
60201280;Spargelfeldstr./Rautenweg;Wien;90001;16.4845885;48.2541621
60201281;Triester Str./A.-Baumgartner-Str.;Wien;90001;16.3368785;48.1511875
60201282;Speierlinggasse;Wien;90001;16.5363315;48.2586419
60201283;Preyergasse;Wien;90001;16.2858812;48.1737292
60201284;Siedlung Rosenhügel;Wien;90001;16.2931755;48.1648263
60201285;Speisinger Straße;Wien;90001;16.2694869;48.1505102
60201286;Spengergasse;Wien;90001;16.3575398;48.1847807
60201287;Spinnerin am Kreuz;Wien;90001;16.3502994;48.1701706
60201288;Spitalgasse;Wien;90001;16.3532458;48.2222842
60201289;Vernholzgasse;Wien;90001;16.4520156;48.2268505
60201290;Spitzweg;Wien;90001;16.4562107;48.2648495
60201291;Schreinerweg;Wien;90001;16.4472366;48.2275028
60201292;Smolagasse;Wien;90001;16.4511173;48.2274191
60201295;Speising;Wien;90001;16.2832401;48.1737651
60201296;Stadionbad;Wien;90001;16.4165142;48.204404
60201299;Stadlau;Wien;90001;16.4483235;48.2191719
60201300;Scheugasse;Wien;90001;16.3790275;48.1778805
60201301;Praterkai;Wien;90001;16.4410831;48.1995423
60201302;Segelzentrum Nord;Wien;90001;16.3679782;48.2786434
60201303;Lorenz-Mandl-Gasse;Wien;90001;16.3082223;48.2132162
60201304;Stadlergasse;Wien;90001;16.2857824;48.1815823
60201305;Stadtpark;Wien;90001;16.3791083;48.2025121
60201306;Staglgasse;Wien;90001;16.3352077;48.1941711
60201307;Stallarngasse;Wien;90001;16.4876697;48.2828162
60201308;Stammersdorf;Wien;90001;16.4202332;48.2978125
60201309;Stammersdorf Zentralfriedhof;Wien;90001;16.4362142;48.2963124
60201310;Stammersdorfer Str./Pfarrhof;Wien;90001;16.4106123;48.3018342
60201311;Stammhausstraße;Wien;90001;16.2393484;48.2113306
60201312;Stefan-Fadinger-Platz;Wien;90001;16.3541711;48.167882
60201313;Steigenteschgasse;Wien;90001;16.4391607;48.2455664
60201314;Steinamangergasse;Wien;90001;16.4026801;48.2835813
60201315;Barthgasse;Wien;90001;16.4068124;48.1931531
60201316;Steinbrechergasse;Wien;90001;16.4386756;48.2335886
60201317;Kendlerstraße;Wien;90001;16.3090847;48.2047094
60201318;Steinlegasse;Wien;90001;16.2965891;48.2116478
60201319;Steinsee;Wien;90001;16.3205292;48.1519786
60201320;Stephansplatz;Wien;90001;16.3716344;48.2081338
60201321;Hermine-Jursa-Gasse;Wien;90001;16.4108728;48.1894163
60201322;Sterngasse;Wien;90001;16.343544;48.1484964
60201323;Sternwartestraße;Wien;90001;16.3499939;48.2291844
60201324;Stiegergasse;Wien;90001;16.3330876;48.1880688
60201325;Stiftgasse;Wien;90001;16.3546023;48.2023923
60201326;Stock im Weg;Wien;90001;16.262498;48.1803784
60201327;Stockholmer Platz;Wien;90001;16.3823782;48.149785
60201328;Stollgasse;Wien;90001;16.3411186;48.198704
60201329;Strandbad Alte Donau;Wien;90001;16.4178257;48.2414684
60201330;Strandbad Stadlau;Wien;90001;16.4563635;48.2145092
60201331;Maria-Jacobi-Gasse;Wien;90001;16.4070729;48.1872902
60201332;Stranzenberggasse;Wien;90001;16.297155;48.1720278
60201333;Strebersdorf;Wien;90001;16.3813092;48.2858289
60201335;Strebersdorfer Platz;Wien;90001;16.3889449;48.2957148
60201336;Strehlgasse;Wien;90001;16.31478;48.2464757
